customers_id	orders_id	is_fraud	customers_age	days_0_2	days_3_10	days_11_30	georate	account_age	days_to_first_purchase	order_total	chat_pub	chat_pri	coop	buddy	buddy_received	friend	friend_recieved	creation	control_var
85544139	261217983	1	18.6767	19.95	0.0	0.0	0.7411	94	4	9.99	0	0	0	0	0	0	10	0	0.478562285795
85555467	261108289	0	18.4767	4.99	0.0	0.0	0.7567	93	2	4.99	34	12	20	20	8	12	32	0	0.921621815959
85555467	261303083	0	18.4767	9.98	0.0	0.0	0.7567	93	2	4.99	34	12	20	20	8	12	32	0	0.741117691887
85591000	261269644	1	15.4356	9.99	4.99	0.0	0.9299	93	0	9.99	88	40	72	99	0	0	99	0	0.269988707261
85593902	261617675	0	17.1233	4.99	40.97	0.0	0.86	93	1	6.99	60	183	730	1460	1460	1460	1898	0	0.661791004434
85593902	261015795	1	17.1233	40.97	0.0	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.236654794136
85593902	261826967	0	17.1233	21.96	40.97	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.922532239334
85593902	261620144	0	17.1233	11.98	40.97	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.288706620463
85593902	261628429	0	17.1233	16.97	40.97	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.942902677028
85593902	261057186	1	17.1233	40.97	0.0	0.0	0.86	93	1	6.99	60	183	730	1460	1460	1460	1898	0	0.483705593854
85593902	261831592	0	17.1233	26.95	40.97	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.988839631031
85593902	261617188	1	17.1233	0.0	40.97	0.0	0.86	93	1	9.99	60	183	730	1460	1460	1460	1898	0	0.855434694387
85593902	261617345	1	17.1233	0.0	40.97	0.0	0.86	93	1	6.99	60	183	730	1460	1460	1460	1898	0	0.268782587268
85593902	261617440	0	17.1233	0.0	40.97	0.0	0.86	93	1	4.99	60	183	730	1460	1460	1460	1898	0	0.270823672275
85619121	261479404	0	21.5589	0.0	4.99	0.0	0.6673	92	0	4.99	2	0	0	4	0	0	8	0	0.336913920096
85644910	261030304	0	19.5315	15.59	0.0	0.0	0.6218	92	0	9.99	4	9	28	42	84	56	42	0	0.97110527108
85658199	261047441	1	21.1397	61.88	0.0	0.0	0.7215	92	0	9.99	10	82	24	40	32	24	40	0	0.934508447687
